soc_uni,soc,task_id,id,new_descript,word,definition
29-2033,29-2033.00,Nuclear Medicine Technologists,15239,Give patients radioactive medicine or radiation through their veins. Use radiation to find or treat diseases. Run radiation equipment. Follow the orders of a doctor.,Radiation,Energy used to get rid of harmful things in the body.
29-2033,29-2033.00,Nuclear Medicine Technologists,4149,Find and track radioactive medicine in patients’ bodies. Use a camera to take photos or computer pictures.,Radioactive,Using a powerful energy that can kill harmful cells.
29-2033,29-2033.00,Nuclear Medicine Technologists,4150,Tell patients what will happen during tests. Give them warnings and tips to keep them safe. Help them during testing.,NA,NA
29-2034,29-2034.00,Radiologic Technologists,451,"Check whether finished x-rays, scans, and pictures meet standards. Make sure doctors will be able to use them.",NA,NA
29-2034,29-2034.00,Radiologic Technologists,452,Follow rules and laws to use radiation in a safe way. Use equipment to protect patients and staff.,Radiation,Energy used to get rid of harmful things in the body.
29-2034,29-2034.00,Radiologic Technologists,456,Put imaging equipment in place. Adjust controls. Set x-ray or radiation time and distance. Follow doctors’ orders or perform patient exams to get settings right.,Imaging,Using pictures.
29-2034,29-2034.00,Radiologic Technologists,456,Put imaging equipment in place. Adjust controls. Set x-ray or radiation time and distance. Follow doctors’ orders or perform patient exams to get settings right.,Radiation,Energy used to get rid of harmful things in the body.
29-2035,29-2035.00,Magnetic Resonance Imaging Technologists,19225,Run MRI scanners.,MRI,Magnetic Resonance Imaging. A machine that uses powerful magnets.
29-2035,29-2035.00,Magnetic Resonance Imaging Technologists,19218,"Talk to patients before testing. Find out if there are reasons they shouldn’t go through an MRI. Reasons include metal objects in body, pregnancy, and more.",MRI,Magnetic Resonance Imaging. A machine that uses powerful magnets.
29-2035,29-2035.00,Magnetic Resonance Imaging Technologists,19227,Give patients earplugs or headphones to cut down on noise.,NA,NA
29-2041,29-2041.00,Emergency Medical Technicians and Paramedics,475,Help sick or hurt people before they reach the hospital. Give them first aid or life support treatment.,NA,NA
29-2041,29-2041.00,Emergency Medical Technicians and Paramedics,479,Check patients for illness or injury. Record the state of their health. Keep track of treatments given. Note how patients respond. Report all info to doctors.,NA,NA
29-2041,29-2041.00,Emergency Medical Technicians and Paramedics,481,Give patients pills or shots. Put medicine into patients’ veins. Follow doctors’ orders.,NA,NA
29-2052,29-2052.00,Pharmacy Technicians,1939,Get written orders for prescribed drugs. Fill or refill orders. Make sure info is correct.,Prescribed,Ordered by a doctor.
29-2052,29-2052.00,Pharmacy Technicians,18544,Pack drugs in bulk. Fill bottles with medicine. Type and attach labels.,Bulk,A big amount.
29-2052,29-2052.00,Pharmacy Technicians,1941,Answer phones. Respond to questions. Offer help.,NA,NA
29-2055,29-2055.00,Surgical Technologists,15242,Make sure operating space is free of all germs.,Germ,A tiny living thing that spreads illness.
29-2055,29-2055.00,Surgical Technologists,1963,Help in the operating room. Help doctors and nurses.,NA,NA
29-2055,29-2055.00,Surgical Technologists,1960,Do helpful tasks during surgery. Hand tools and supplies to doctors and nurses. Use tools and cut stitches. Follow doctors’ orders.,NA,NA
29-2056,29-2056.00,Veterinary Technologists and Technicians,20422,"Hold animals during health check-ups, tests, and more.",NA,NA
29-2056,29-2056.00,Veterinary Technologists and Technicians,4184,Fill orders for prescribed drugs. Measure and label medicines.,Prescribed,Ordered by a doctor.
29-2056,29-2056.00,Veterinary Technologists and Technicians,4186,Take animals into treatment areas. Take their temperatures. Record their heartbeat and breathing rate. Help with health check-ups.,Temperature,Level of heat or cold.
29-2057,29-2057.00,Ophthalmic Medical Technicians,19257,Run tests to check the level of pressure inside the eye.,Pressure,Force that presses on something.
29-2057,29-2057.00,Ophthalmic Medical Technicians,19249,Test how well patients can see. Use the correct tests to check for different problems.,NA,NA
29-2057,29-2057.00,Ophthalmic Medical Technicians,19252,Record details of patients’ past health care and concerns.,Concerns,Worries or problems.
29-2057,29-2057.00,Ophthalmic Medical Technicians,19239,Put medicine in patients’ eyes. Give pills to patients.,NA,NA
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,509,Answer patients’ calls. Find out what they need and help them.,NA,NA
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,513,Watch over nurses’ aides or assistants. Give them tasks to do.,NA,NA
29-2061,29-2061.00,Licensed Practical and Licensed Vocational Nurses,515,Record food and fluid intake and output.,NA,NA
29-2071,29-2071.00,Medical Records and Health Information Technicians,530,Make sure health records are kept safe and private. Make sure patient info is not shared in the wrong way.,Private,Not public.
29-2071,29-2071.00,Medical Records and Health Information Technicians,542,List patients in the right DRGs. Use computer software to do so.,DRGs,Diagnosis Related Groups. Groups of patients who share the same illness or injury. Used for billing and payment reasons.
29-2071,29-2071.00,Medical Records and Health Information Technicians,537,Run the medical records office. Watch over staff. Give them tasks to do.,NA,NA
29-2081,29-2081.00,"Opticians, Dispensing",4207,"Tell customers what lenses, coatings, and eyeglass frames they need. Offer choices.",Lenses,Clear glass or plastic used to improve eyesight.
29-2081,29-2081.00,"Opticians, Dispensing",4207,"Tell customers what lenses, coatings, and eyeglass frames they need. Offer choices.",Coating,A thin layer to cover the outside of something.
29-2081,29-2081.00,"Opticians, Dispensing",4208,"Sell goods for the eyes. Sell contact lenses, eyeglasses, and more.",Goods,Things people buy.
29-2081,29-2081.00,"Opticians, Dispensing",4208,"Sell goods for the eyes. Sell contact lenses, eyeglasses, and more.",Lenses,Clear glass or plastic used to improve eyesight.
29-2081,29-2081.00,"Opticians, Dispensing",4209,"Adjust eyeglasses to fit customers. Heat, shape, or bend plastic and metal frames. Use pliers and hands.",Pliers,Hand tool used to bend and hold things.
29-2092,29-2092.00,Hearing Aid Specialists,17439,Test people’s hearing. Choose the right tests to use.,NA,NA
29-2092,29-2092.00,Hearing Aid Specialists,17443,Fix hearing aids or communication aids. Keep them in good working order.,Communication,"Ways to share facts and thoughts through words, signs, sounds, and more."
29-2092,29-2092.00,Hearing Aid Specialists,17441,Teach patients how to use hearing aids or communication aids.,Communication,"Ways to share facts and thoughts through words, signs, sounds, and more."
29-9012,29-9012.00,Occupational Health and Safety Technicians,20248,Make sure there is enough safety equipment. Make sure it is ready to use. Check how it is used.,NA,NA
29-9012,29-9012.00,Occupational Health and Safety Technicians,11083,Provide and use equipment that protects people. Keep it in good working order.,NA,NA
29-9012,29-9012.00,Occupational Health and Safety Technicians,11099,Keep records of daily tasks. List places visited or tasks done.,NA,NA
31-2011,31-2011.00,Occupational Therapy Assistants,4257,Pick therapy activities to fit patients’ needs. Choose things they are able to do.,Therapy,"Treatment to improve health, body, or mind."
31-2011,31-2011.00,Occupational Therapy Assistants,4257,Pick therapy activities to fit patients’ needs. Choose things they are able to do.,Activity,Something to do.
31-2011,31-2011.00,Occupational Therapy Assistants,4256,Keep track of how well patients perform therapy activities. Offer them support. Cheer them on.,Therapy,"Treatment to improve health, body, or mind."
31-2011,31-2011.00,Occupational Therapy Assistants,4256,Keep track of how well patients perform therapy activities. Offer them support. Cheer them on.,Activity,Something to do.
31-2011,31-2011.00,Occupational Therapy Assistants,4268,Do office tasks. Set up visits and collect patient info. Keep track of health insurance billings.,Health insurance,A plan that helps pay for health treatments.
31-2012,31-2012.00,Occupational Therapy Aides,9399,"Make written or spoken reports to staff in charge. Report on each patient’s progress, state of mind, and more.",NA,NA
31-2012,31-2012.00,Occupational Therapy Aides,9409,Bring patients to and from the occupational therapy work area.,Occupational therapy,Treatment to help with daily tasks of life.
31-2012,31-2012.00,Occupational Therapy Aides,9407,"Do office tasks. Answer phones, set up visits, and fill out paperwork. Order supplies.",NA,NA
31-2021,31-2021.00,Physical Therapist Assistants,2008,"Help patients as they do exercises or therapy. Teach, support, and protect them.",Exercise,To use your body in a healthy way that helps you get strong or lose weight.
31-2021,31-2021.00,Physical Therapist Assistants,2008,"Help patients as they do exercises or therapy. Teach, support, and protect them.",Therapy,"Treatment to improve health, body, or mind."
31-2021,31-2021.00,Physical Therapist Assistants,15247,"Watch patients during treatments. Keep track of how they respond and make progress. Give that info to person in charge, in writing or in person.",NA,NA
31-2021,31-2021.00,Physical Therapist Assistants,15248,"Perform physical therapy on patients. Help patients do physical therapy. Give massages. Perform heat, light, sound, and water treatments.",Physical therapy,Treatment to help the body move and work.
31-2021,31-2021.00,Physical Therapist Assistants,15248,"Perform physical therapy on patients. Help patients do physical therapy. Give massages. Perform heat, light, sound, and water treatments.",Massages,"Treatments where hands are used to touch, rub, and squeeze muscles."
